StartDate,EndDate,Progress,Duration,Finished,RecordedDate,Q1,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q191,Q192,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q29,Q291,Q292
6/5/24 10:35,6/5/24 10:38,100,199,TRUE,6/5/24 10:38,I consent,dog,pete Rose,jeep,cancer,cheese,OSU,hot,cia,fly,broken bone,hamas,"In the top half, with the better ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the bottom half, with the worse ones","In the bottom half, with the worse ones","In the bottom half, with the worse ones","In the bottom half, with the worse ones"
6/5/24 10:36,6/5/24 10:39,100,151,TRUE,6/5/24 10:39,I consent,cat,LeBron James,toyota,cancer,pizza,UCLA,sunny,EPA,ladybug,bruises,al qaeda,"In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones"
6/5/24 10:36,6/5/24 10:39,100,134,TRUE,6/5/24 10:39,I consent,dog,troy aikman,corolla,myasthenia gravis,spaghetti,harvard,stormy,environmental protection agency,ant,cut,hamas,"In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the bottom half, with the worse ones","In the bottom half, with the worse ones"
6/5/24 10:36,6/5/24 10:39,100,162,TRUE,6/5/24 10:39,I consent,dog,I don't know,a white one (I don't know brands),flu,cereals,Harvard (here you are-that's you!),sunny,FBI,ant,ankle sprain,I don't know,"In the top half, with the better ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones"
6/5/24 10:36,6/5/24 10:39,100,166,TRUE,6/5/24 10:39,I consent,Lion,LeBron James,Chevrolet Corvette,Covid-19,Pizza,Maryland,Cold,United States Department of Health,Ant,Arm break,ICE,"In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the bottom half, with the worse ones"
6/5/24 10:37,6/5/24 10:39,100,79,TRUE,6/5/24 10:39,I consent,cat,Lebron James,honda,Diabetes,hot dog,suny,cold,education,fly,broken arm,KKK,"In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the top half, with the better ones"
6/5/24 10:35,6/5/24 10:39,100,220,TRUE,6/5/24 10:39,I consent,Cat,Lebron James,Mercury ,Asthma,hamburger,University of Cincinnati,Stormy,CIA,Ant,sprained ankle,Al Qaeda,"In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones"
6/5/24 10:35,6/5/24 10:39,100,227,TRUE,6/5/24 10:39,I consent,koala bear,Michael Phelps,Honda Accord,lung cancer,hotdog ,Yale University,sunny,FBI,mosquito,blow to the head,Hamas,"In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the bottom half, with the worse ones","In the bottom half, with the worse ones"
6/5/24 10:35,6/5/24 10:39,100,208,TRUE,6/5/24 10:39,I consent,giraffe ,Tom Brady,Bronco,cancer,macaroni and cheese,The University of Michigan,rainy,FBI,fly,fractured ankle,ISIS,"In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones"
6/5/24 10:36,6/5/24 10:39,100,199,TRUE,6/5/24 10:39,I consent,cat,Derek Jeter,vw bug,malaria,apple,cornell,sunny,NSA,mosquito,compound tibia fracture.,ISIS,"In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the bottom half, with the worse ones","In the bottom half, with the worse ones","In the bottom half, with the worse ones"
6/5/24 10:34,6/5/24 10:39,100,262,TRUE,6/5/24 10:39,I consent,Dolphin,Sha'carri Richardson,Honda Civic,Covid,Buttered Toast,Temple University,Rainy,FEMA,Butterfly,Sprained ankle,Hamas,"In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones"
6/5/24 10:35,6/5/24 10:39,100,223,TRUE,6/5/24 10:39,I consent,rhino,lebron james,volvo,cancer,steak,ucla,sunny,irs,nat,broken arm,al queda,"In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the bottom half, with the worse ones"
6/5/24 10:35,6/5/24 10:39,100,220,TRUE,6/5/24 10:39,I consent,Cat,Conor McGregor,Honda Civic,Flu,Potatoes,University of Rochester,Snowy,IRS,Wasp,Broken Arm,Al Qaeda,"In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the bottom half, with the worse ones"
6/5/24 10:35,6/5/24 10:39,100,248,TRUE,6/5/24 10:39,I consent,dog,Tom Brady,ford mustang,diabetes,pizza,Georgia Tech,sunny,FBI,ant,broken leg,ISIS,"In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the bottom half, with the worse ones","In the bottom half, with the worse ones","In the bottom half, with the worse ones"
6/5/24 10:35,6/5/24 10:39,100,264,TRUE,6/5/24 10:39,I consent,cat,Michael Jordan,Camaro,cancer,Pizza,Harvard,humid,IRS,fly,knee injury,ISIS,"In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the bottom half, with the worse ones"
6/5/24 10:35,6/5/24 10:39,100,232,TRUE,6/5/24 10:39,I consent,dog,jordan,mustang,covid,pizza,indiana university,rainy,isis,bee,flu,black lives matter,"In the top half, with the better ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the bottom half, with the worse ones"
6/5/24 10:36,6/5/24 10:39,100,200,TRUE,6/5/24 10:39,I consent,tiger,Russell Wilson,Subaru,COVID-19,eggs,University of Washington,sunny with scattered clouds,CIA,ant,broken arm,Hamas,"In the top half, with the better ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the bottom half, with the worse ones","In the bottom half, with the worse ones","In the bottom half, with the worse ones"
6/5/24 10:36,6/5/24 10:39,100,197,TRUE,6/5/24 10:39,I consent,cat,Eli Manning,Chevy,Cancer,pizza,Harvard,rainy,FBI,ant,broken leg,Hamas,"In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones"
6/5/24 10:35,6/5/24 10:39,100,246,TRUE,6/5/24 10:39,I consent,Camel,Bolt,Toyota,COVID,Kitfo,Harvard,Hot,FBI,Mosquito,Knee injury,Al Shabab,"In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the bottom half, with the worse ones"
6/5/24 10:36,6/5/24 10:39,100,154,TRUE,6/5/24 10:39,I consent,dog,Tom Brady,BMW,diabetes,pizza,Boston College,Sunny,Department of Family and Children,spider,broken leg,Alkhida,"In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the bottom half, with the worse ones"
6/5/24 10:35,6/5/24 10:39,100,259,TRUE,6/5/24 10:39,I consent,cat,aaron judge,toyota,hepatitis,yogurt,usf,sunny,social security,catapillar,sprain,hamas,"In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones"
6/5/24 10:35,6/5/24 10:39,100,225,TRUE,6/5/24 10:39,I consent,Dog,Michael Jordan ,Toyota ,Cancer,Pizza,Syracuse university ,Rainy,CIA,Mosquito ,Broken leg,Isis,"In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the bottom half, with the worse ones"
6/5/24 10:35,6/5/24 10:39,100,271,TRUE,6/5/24 10:39,I consent,Bird,Messi,Toyota,Diabetes,Pizza,Harvard,Cloudy,FBI,Ant,Sprained ankle,Daesh,"In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the bottom half, with the worse ones"
6/5/24 10:35,6/5/24 10:39,100,272,TRUE,6/5/24 10:39,I consent,dog,Patrick Mahomes,chevy,cancer,mangos,yale,storms,ssa,bee,broken bone,ISIS,"In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones"
6/5/24 10:37,6/5/24 10:39,100,149,TRUE,6/5/24 10:39,I consent,cat,berry sanders,fiesta,multiple sclerosis,lasagna,Michigan State University,rainy,WIC,mosquito,stubbed toe,Democrat Party,"In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the bottom half, with the worse ones"
6/5/24 10:35,6/5/24 10:39,100,239,TRUE,6/5/24 10:39,I consent,dog,derek jeter,mustang,cancer,pizza,University of Kansas,cloudy,cia,mosquito,broken bones,isis,"In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the bottom half, with the worse ones","In the bottom half, with the worse ones"
6/5/24 10:36,6/5/24 10:39,100,191,TRUE,6/5/24 10:39,I consent,dog,joey logono,escape,cancer,chicken,Notre Dame,windy,senate,ant,shoulder injury,humas,"In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones"
6/5/24 10:36,6/5/24 10:39,100,217,TRUE,6/5/24 10:39,I consent,cat,Luka Doncic,corvette,cancer,pizza,Penn State,sunny,FBI,mosquito,broken arm,Hamas,"In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the bottom half, with the worse ones","In the bottom half, with the worse ones"
6/5/24 10:35,6/5/24 10:40,100,280,TRUE,6/5/24 10:40,I consent,dog,Kobe Bryant,Audi,Covid,pizza,Stanford,sunny,FBI,ladybug,broken leg,Isis,"In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the bottom half, with the worse ones"
6/5/24 10:35,6/5/24 10:40,100,279,TRUE,6/5/24 10:40,I consent,dog,Riley Gaines,Kia,cancer,pizza,Harvard,sunny,FBI,ant,sprain,Hamas,"In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones"
6/5/24 10:35,6/5/24 10:40,100,315,TRUE,6/5/24 10:40,I consent,dog,Michael Jordan,Toyota,cancer,roast pork,Hawaii,rain,FBI,roach,TBI,al Qaeda,"In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the bottom half, with the worse ones","In the bottom half, with the worse ones","In the bottom half, with the worse ones"
6/5/24 10:37,6/5/24 10:40,100,198,TRUE,6/5/24 10:40,I consent,cat,Tim Tebow,cobalt,covid,chicken,harvard,Hot,Social Security agency,fly,Broken leg,hamas,"In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the bottom half, with the worse ones","In the bottom half, with the worse ones"
6/5/24 10:37,6/5/24 10:40,100,175,TRUE,6/5/24 10:40,I consent,dog,aaron rodgers,bmw,cold,pasta,nyu,sunny,nsa,fly,sprain,hamas,"In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the bottom half, with the worse ones"
6/5/24 10:36,6/5/24 10:40,100,259,TRUE,6/5/24 10:40,I consent,Dog,Tom Brady,Jeep,Covid-19,Pizza,University of Texas,Stormy,FDA,ant,Broken arm,Patriot Front,"In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the bottom half, with the worse ones"
6/5/24 10:35,6/5/24 10:40,100,277,TRUE,6/5/24 10:40,I consent,Bear,Usian Bolt,Lamborghini,Cancer,Cheeseburger,Princeton,Rainy,CIA,butterfly,Paper cut,Al Qaeda,"In the bottom half, with the worse ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones"
6/5/24 10:38,6/5/24 10:40,100,110,TRUE,6/5/24 10:40,I consent,cat,Simone Biles,corolla,cancer,pizza,MSU,rainy,FBI,ant,sprained ankle,ISIS,"In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the bottom half, with the worse ones"
6/5/24 10:35,6/5/24 10:40,100,291,TRUE,6/5/24 10:40,I consent,Eagle,Tiger Woods,Toyota,Cancer,Sushi,Harvard,Snowy,IRS,Spider,Scraped knee,Al Qaeda,"In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the bottom half, with the worse ones"
6/5/24 10:37,6/5/24 10:40,100,207,TRUE,6/5/24 10:40,I consent,elephant,Steph Curry,ford mustang,Covid-19,doughnut ,university of georgia,sunny,social services,grasshopper,broken arm,ISIS,"In the bottom half, with the worse ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the bottom half, with the worse ones"
6/5/24 10:35,6/5/24 10:40,100,336,TRUE,6/5/24 10:40,I consent,CHEETAH,USAIN BOLT,Tesla,POLIO,FRIED CHICKEN,HAVARD,CALM,NASA,Spider,FRACTURE,AL SHABAAB,"In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones"
6/5/24 10:37,6/5/24 10:40,100,226,TRUE,6/5/24 10:40,I consent,Dog,Lebron James,Camaro,Cancer,Nachos,Indiana,Stormy,Department of Justice,Bee,Broken Arm,Isis,"In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the bottom half, with the worse ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones"
6/5/24 10:35,6/5/24 10:41,100,335,TRUE,6/5/24 10:41,I consent,Tiger,Roger Federer ,BMW ,Obesity ,Cheeseburger,Harvard,Cloudy,NSA ,Fly,Fracture ,ISIS,"In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the bottom half, with the worse ones","In the bottom half, with the worse ones","In the bottom half, with the worse ones","In the bottom half, with the worse ones"
6/5/24 10:34,6/5/24 10:41,100,383,TRUE,6/5/24 10:41,I consent,tiger,Kobe Bryant,Tesla,COVID,pasta,Harvard University,rain,IRS,butterfly,fracture,IS,"In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the bottom half, with the worse ones"
6/5/24 10:35,6/5/24 10:41,100,377,TRUE,6/5/24 10:41,I consent,giraffe,derek jeter,mazda,covid,bagel,rutgers,windy,IRS,bee,broken bone,maga,"In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the bottom half, with the worse ones","In the bottom half, with the worse ones"
6/5/24 10:36,6/5/24 10:41,100,273,TRUE,6/5/24 10:41,I consent,poodle,Wayne Gretsky,Saturn,heart disease,pizza,Michigan State University,rainy,IRS,Grub,broken ankle,ISIS,"In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the bottom half, with the worse ones","In the bottom half, with the worse ones","In the bottom half, with the worse ones"
6/5/24 10:37,6/5/24 10:41,100,227,TRUE,6/5/24 10:41,I consent,dog,Caitlin Clark,honda civic,diabetes,pizza,Penn State,rainy,FDA,spider,sprained ankle,alceda (not sure how to spell),"In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the bottom half, with the worse ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the bottom half, with the worse ones"
6/5/24 10:35,6/5/24 10:41,100,369,TRUE,6/5/24 10:41,I consent,dolphin,messi,ford,covid,lasagna,ucla,sunny,cia,mosquito,leg break,isis,"In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the bottom half, with the worse ones","In the bottom half, with the worse ones"
6/5/24 10:37,6/5/24 10:41,100,263,TRUE,6/5/24 10:41,I consent,Dog,Paul Goldschmidt,GMC Terrain,Covid,Pizza,Western Illinois University,Sunny,CIA,ant,Sprained ankle,Al-Qaeda,"In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones"
6/5/24 10:37,6/5/24 10:41,100,255,TRUE,6/5/24 10:41,I consent,chinchilla,Caitlyn Clark, elantra,diabetes,lasagna,Eton,humid,Department of defense,dragonfly,scratch,hamas,"In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones"
6/5/24 10:37,6/5/24 10:41,100,246,TRUE,6/5/24 10:41,I consent,cat,Magnus Karlsen,saab,covid,mac and cheese,University of Washington,rainy,FBI,bee,cat scratch,ISIS,"In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones"
6/5/24 10:37,6/5/24 10:41,100,263,TRUE,6/5/24 10:41,I consent,Cat,Casey Mize,Cadillac,Cancer,Hamburger,Auburn,Sunny,IRS,Wasp,Broken hip,Hamas,"In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the bottom half, with the worse ones","In the bottom half, with the worse ones","In the bottom half, with the worse ones"
6/5/24 10:37,6/5/24 10:41,100,231,TRUE,6/5/24 10:41,I consent,Lion,Ronaldo,BMW,Heart disease,French fries,Texas,winter,National Space Council,Ant,cuts,Islamic Revolutionary Guard Corp,"In the bottom half, with the worse ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the top half, with the better ones"
6/5/24 10:37,6/5/24 10:41,100,254,TRUE,6/5/24 10:41,I consent,cat,neymar,toyota,cancer,pizza,perdue,hot,fbi,ladybug,broken arm,hamas,"In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones"
6/5/24 10:36,6/5/24 10:41,100,303,TRUE,6/5/24 10:41,I consent,Dog,Tim Tebow,BMW,TB,Pizza,University of Wyoming,Weather can be inclement.,USDA,House fly,Sprained ankle,Hamas,"In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the bottom half, with the worse ones"
6/5/24 10:38,6/5/24 10:41,100,183,TRUE,6/5/24 10:41,I consent,Lion,Cam Newton,Kia Forte,Cancer,Pizza,University of North Carolina,Hot,National Space Council,Mosquito,ACL tear,Isis,"In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the bottom half, with the worse ones","In the bottom half, with the worse ones"
6/5/24 10:35,6/5/24 10:42,100,419,TRUE,6/5/24 10:42,I consent,Tiger,Kylian Mbappe,Ferrari,Pemphigus vulgaris,Watermelon,University of Illinois Chicago,Sunny,Federal Bureau of Investigations,Cicada,Broken rib,Al-Qaida,"In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the bottom half, with the worse ones","In the bottom half, with the worse ones"
6/5/24 10:35,6/5/24 10:42,100,395,TRUE,6/5/24 10:42,I consent,dog,Jesse Owens,Honda,covid-19,burger,newyork,summer,general service administration,spider,bone crack,cuba,"In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones"
6/5/24 10:35,6/5/24 10:42,100,397,TRUE,6/5/24 10:42,I consent,fox,Michael Jordan,Toyota,cancer,peanut butter,Harvard,stormy,FBI,fly,chest wound,ISIS,"In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the bottom half, with the worse ones","In the bottom half, with the worse ones","In the bottom half, with the worse ones","In the bottom half, with the worse ones"
6/5/24 10:39,6/5/24 10:42,100,155,TRUE,6/5/24 10:42,I consent,Penguin,mike tyson,camry,cancer,ham,university of kentucky,stormy,fda,ant,severed limb,isis,"In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the bottom half, with the worse ones","In the bottom half, with the worse ones","In the bottom half, with the worse ones"
6/5/24 10:38,6/5/24 10:42,100,237,TRUE,6/5/24 10:42,I consent,dog,Lamar Jackson,Acura NSX,cancer,pizza,MIT,sunny,NSA,fly,sprained ankle,KKK,"In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones"
