StartDate,EndDate,Progress,Duration,Finished,RecordedDate,Q1,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q191,Q192
6/5/24 13:05,6/5/24 13:08,100,164,TRUE,6/5/24 13:08,I consent,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones
6/5/24 13:03,6/5/24 13:08,100,290,TRUE,6/5/24 13:08,I consent,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones
6/5/24 13:05,6/5/24 13:08,100,189,TRUE,6/5/24 13:08,I consent,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones
6/5/24 13:06,6/5/24 13:08,100,151,TRUE,6/5/24 13:08,I consent,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones
6/5/24 13:05,6/5/24 13:08,100,184,TRUE,6/5/24 13:08,I consent,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones
6/5/24 13:02,6/5/24 13:08,100,391,TRUE,6/5/24 13:08,I consent,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones
6/5/24 13:07,6/5/24 13:08,100,88,TRUE,6/5/24 13:08,I consent,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones
6/5/24 13:05,6/5/24 13:08,100,201,TRUE,6/5/24 13:08,I consent,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones
6/5/24 13:04,6/5/24 13:08,100,251,TRUE,6/5/24 13:08,I consent,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones
6/5/24 13:03,6/5/24 13:09,100,345,TRUE,6/5/24 13:09,I consent,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones
6/5/24 13:07,6/5/24 13:09,100,109,TRUE,6/5/24 13:09,I consent,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones
6/5/24 13:03,6/5/24 13:09,100,335,TRUE,6/5/24 13:09,I consent,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones
6/5/24 13:04,6/5/24 13:09,100,311,TRUE,6/5/24 13:09,I consent,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones
6/5/24 13:03,6/5/24 13:09,100,325,TRUE,6/5/24 13:09,I consent,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones
6/5/24 13:07,6/5/24 13:09,100,103,TRUE,6/5/24 13:09,I consent,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones
6/5/24 13:03,6/5/24 13:09,100,367,TRUE,6/5/24 13:09,I consent,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones
6/5/24 13:06,6/5/24 13:09,100,203,TRUE,6/5/24 13:09,I consent,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones
6/5/24 13:06,6/5/24 13:09,100,162,TRUE,6/5/24 13:09,I consent,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones
6/5/24 13:07,6/5/24 13:09,100,108,TRUE,6/5/24 13:09,I consent,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones
6/5/24 13:02,6/5/24 13:09,100,456,TRUE,6/5/24 13:09,I consent,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones
6/5/24 13:04,6/5/24 13:10,100,333,TRUE,6/5/24 13:10,I consent,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones
6/5/24 13:03,6/5/24 13:10,100,376,TRUE,6/5/24 13:10,I consent,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones
6/5/24 13:05,6/5/24 13:10,100,273,TRUE,6/5/24 13:10,I consent,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones
6/5/24 13:06,6/5/24 13:10,100,214,TRUE,6/5/24 13:10,I consent,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones
6/5/24 13:03,6/5/24 13:10,100,401,TRUE,6/5/24 13:10,I consent,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones
6/5/24 13:05,6/5/24 13:10,100,270,TRUE,6/5/24 13:10,I consent,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones
6/5/24 13:03,6/5/24 13:10,100,395,TRUE,6/5/24 13:10,I consent,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones
6/5/24 13:08,6/5/24 13:10,100,130,TRUE,6/5/24 13:10,I consent,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones
6/5/24 13:04,6/5/24 13:10,100,362,TRUE,6/5/24 13:10,I consent,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones
6/5/24 13:08,6/5/24 13:10,100,112,TRUE,6/5/24 13:10,I consent,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones
6/5/24 13:06,6/5/24 13:10,100,245,TRUE,6/5/24 13:10,I consent,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones
6/5/24 13:05,6/5/24 13:10,100,331,TRUE,6/5/24 13:10,I consent,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones
6/5/24 13:03,6/5/24 13:10,100,420,TRUE,6/5/24 13:10,I consent,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones
6/5/24 13:05,6/5/24 13:10,100,308,TRUE,6/5/24 13:10,I consent,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones
6/5/24 13:05,6/5/24 13:10,100,332,TRUE,6/5/24 13:10,I consent,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones
6/5/24 13:04,6/5/24 13:11,100,374,TRUE,6/5/24 13:11,I consent,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones
6/5/24 13:02,6/5/24 13:11,100,538,TRUE,6/5/24 13:11,I consent,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones
6/5/24 13:04,6/5/24 13:11,100,422,TRUE,6/5/24 13:11,I consent,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones
6/5/24 13:08,6/5/24 13:11,100,150,TRUE,6/5/24 13:11,I consent,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones
6/5/24 13:08,6/5/24 13:11,100,159,TRUE,6/5/24 13:11,I consent,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones
6/5/24 13:07,6/5/24 13:11,100,279,TRUE,6/5/24 13:11,I consent,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones
6/5/24 13:03,6/5/24 13:11,100,498,TRUE,6/5/24 13:11,I consent,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones
6/5/24 13:07,6/5/24 13:11,100,243,TRUE,6/5/24 13:11,I consent,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones
6/5/24 13:10,6/5/24 13:11,100,109,TRUE,6/5/24 13:11,I consent,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones
6/5/24 13:04,6/5/24 13:11,100,473,TRUE,6/5/24 13:11,I consent,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones
6/5/24 13:03,6/5/24 13:12,100,532,TRUE,6/5/24 13:12,I consent,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones
6/5/24 13:08,6/5/24 13:12,100,222,TRUE,6/5/24 13:12,I consent,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones
6/5/24 13:05,6/5/24 13:12,100,436,TRUE,6/5/24 13:12,I consent,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones
6/5/24 13:04,6/5/24 13:12,100,465,TRUE,6/5/24 13:12,I consent,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones
6/5/24 13:03,6/5/24 13:12,100,566,TRUE,6/5/24 13:12,I consent,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones
6/5/24 13:07,6/5/24 13:12,100,303,TRUE,6/5/24 13:12,I consent,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones
6/5/24 13:05,6/5/24 13:12,100,416,TRUE,6/5/24 13:12,I consent,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones
6/5/24 13:08,6/5/24 13:12,100,231,TRUE,6/5/24 13:12,I consent,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones
6/5/24 13:03,6/5/24 13:13,100,589,TRUE,6/5/24 13:13,I consent,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones
6/5/24 13:09,6/5/24 13:13,100,227,TRUE,6/5/24 13:13,I consent,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones
6/5/24 13:09,6/5/24 13:13,100,256,TRUE,6/5/24 13:13,I consent,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones
6/5/24 13:07,6/5/24 13:13,100,404,TRUE,6/5/24 13:13,I consent,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones
6/5/24 13:05,6/5/24 13:14,100,503,TRUE,6/5/24 13:14,I consent,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones
6/5/24 13:02,6/5/24 13:14,100,693,TRUE,6/5/24 13:14,I consent,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones
6/5/24 13:12,6/5/24 13:14,100,138,TRUE,6/5/24 13:14,I consent,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones
6/5/24 13:10,6/5/24 13:14,100,220,TRUE,6/5/24 13:14,I consent,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones
6/5/24 13:08,6/5/24 13:14,100,359,TRUE,6/5/24 13:14,I consent,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones
6/5/24 13:10,6/5/24 13:15,100,277,TRUE,6/5/24 13:15,I consent,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones
6/5/24 13:05,6/5/24 13:15,100,568,TRUE,6/5/24 13:15,I consent,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones
6/5/24 13:11,6/5/24 13:15,100,255,TRUE,6/5/24 13:15,I consent,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones
6/5/24 13:02,6/5/24 13:15,100,764,TRUE,6/5/24 13:15,I consent,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones
6/5/24 13:13,6/5/24 13:15,100,118,TRUE,6/5/24 13:15,I consent,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones
6/5/24 13:08,6/5/24 13:16,100,480,TRUE,6/5/24 13:16,I consent,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones
6/5/24 13:05,6/5/24 13:16,100,675,TRUE,6/5/24 13:16,I consent,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones
